Data_Hora,Id_Tweet,Tweet,Candidato
2022-08-01 03:25:55+00:00,1553945093400395776,"Faltam 62 dias.
Para o fim do desgoverno golpista, miliciano, mentiroso e corrupto.
Para eu votar no PT.
Para eu votar no 13.
Para eu votar no Presidente Lula.
Para eu votar no Governador Edgar Pretto.
Para eleger o Governador Haddad.
Para eleger o Governador Requião.",Lula
2022-08-01 03:25:52+00:00,1553945081517940737,"@LulaOficial Vc mete o Loko, vagabundo, ladrão, pilantra!",Lula
2022-08-01 03:25:52+00:00,1553945077927628800,"Se não fosse a dupla Lula/Haddad, o Zé Eduardo Cardoso já teria sido eleito prefeito de SP, governador de SP. Melhor quadro do PT. https://t.co/hac1UPqFde",Lula
2022-08-01 03:25:50+00:00,1553945073133539328,@Rconstantino Pode chorar a vontade mais o Lula vai ganhar no primeiro turno,Lula
2022-08-01 03:25:48+00:00,1553945060718350338,@Arevalo80MT @MonederoJC A Lula por delincuente fué,Lula
2022-08-01 03:25:46+00:00,1553945052912680960,@LulaOficial Mas menti o bichão....🤭🤭🤭,Lula
2022-08-01 03:25:45+00:00,1553945049372758018,"@LulaOficial Ain, mais eu criou (nem criou, apenas mudou de nome), do fies! Mentira, tu só deixou milhares de pessoas com dívidas imensa! Seu traste!",Lula
2022-08-01 03:25:44+00:00,1553945047338520579,"@Estadao Lula e um ladrão. Aliás, ainda ao explicou como o contador e o mesmo do PCC. Lula e PCC, tudo a ver!",Lula
2022-08-01 03:25:44+00:00,1553945045916680192,"Rui Costa Pimenta disse hoje em entrevista ao 247 que Ciro só é candidato pra tirar votos de Lula. Ainda bem que não está conseguindo. Ciro não vê que a candidatura de Lula, longe de ser um projeto pessoal, é um ato político de bravura e resistência por todos nós brasileiros.",Lula
2022-08-01 03:25:43+00:00,1553945043458727938,@prudentemarlene @LulaOficial Faz o L https://t.co/o3gYies9Fl,Lula
2022-08-01 03:25:43+00:00,1553945042808602624,@senadorhumberto @LulaOficial #CapitaoNoPrimeiroTurno https://t.co/gipC4Yg0o7,Lula
2022-08-01 03:25:40+00:00,1553945028111863808,Lula sempre é claro!!! Adorooo! https://t.co/uBdMiYjHuP,Lula
2022-08-01 03:25:39+00:00,1553945023468785664,@LulaOficial https://t.co/6Zn3XhGZ4u,Lula
2022-08-01 03:25:37+00:00,1553945016992759808,"@LJamarco @muitobomissoaki @LulaOficial Escuta aqui ser inepto, vai se capacitar pra ser gente primeiro, porque animal, bandido, canalha,, mentiroso e vagabundo já basta a bosta de ""Presidente"" que vocês elegeram. Beijos de luz pra você, agora devolve e continua na escuridão. #LulaNo1ºTurno",Lula
2022-08-01 03:25:36+00:00,1553945014002237440,"Agora é OFICIAL MEU DEPUTADO ESTADUAL @patricklopes é e será o mais VOTADO DA BAHIA! Rumo à Vitória, junto com @LulaOficial , @Jeronimoba13 , @ottoalencar , @somosavante70 !!!",Lula
2022-08-01 03:25:35+00:00,1553945008935411713,@LulaOficial Proteja o bolso.,Lula
2022-08-01 03:25:34+00:00,1553945005479321601,@luizmoura123 @Iedams22 @RochaDieison @elizioroberto02 @LulaOficial @gioewbank @brunogagliasso A revolução. O socialismo é nada mais de que fazer o capitalismo um inferno.,Lula
2022-08-01 03:25:28+00:00,1553944980300992512,"@rennatodutra Pres - Lula PT
Gov - Freixo PSB
Senador - Molon PSB
Fed - Taliria PSOL
Est - Dara PT
Vários partidos. Mas tudo esquerda",Lula
2022-08-01 03:25:28+00:00,1553944979315343361,@szlallesca @LulaOficial Não estou conseguindo seguir impedido pelo twiter.,Lula
2022-08-01 03:25:26+00:00,1553944969454522368,"@LulaOficial Kkkkkk , seus otários, ele vai mandar vcs pra cuba pra trabalhar de graça e ficar com 90% do seu salário. Viva a Fidel, viva ao Foro de São Paulo, Viva ao Comunismo.",Lula
2022-08-01 03:25:25+00:00,1553944966417633281,"@Rconstantino Cada um que tem no mínimo demência e mau caráter é marginal, é ladrão, não gosta de trabalhar e pode votar no LULA.",Lula
2022-08-01 03:25:24+00:00,1553944962500333568,@LulaOficial Ladrão!,Lula
2022-08-01 03:25:23+00:00,1553944959836880897,"31° Os ""modus operandi"" do Lula a era do Brasil Colonia, "". O rei sabia, as autoridades envolvidas na repressão ao contrabando praticavam contrabando, as elites lucravam muito e o rei fazia vistas grossas"". (Romeiro) #lulateenganou #votecerto",Lula
2022-08-01 03:25:22+00:00,1553944953012862981,o hoseok escolhendo vim para o brasil em 2023 porque o lula vai ser o presidente,Lula
